id,name,nrate,pic_url,nrating_pages,minplayers,maxplayers,minage,mean_rating,weight,categories,mechanics,f_0,f_1,f_2,f_3,f_4
3,Samurai,13705,https://cf.geekdo-images.com/micro/img/4XUy5QxQQfMHjx7pm2JpkJrTdDQ=/fit-in/64x64/pic3211873.jpg,137,2,4,10,7.440460000000001,2.4986,"Abstract Strategy,Medieval","Area Majority / Influence,Hand Management,Set Collection,Tile Placement",-0.36217483540832196,-1.4108912623675531,0.16611784396074197,-0.04903705708735454,-0.3164286740513101
5,Acquire,17228,https://cf.geekdo-images.com/micro/img/SR4x4YjZk7UEc8HPUs8e55RhyqM=/fit-in/64x64/pic3299296.jpg,172,2,6,12,7.348380000000001,2.5061,Economic,"Hand Management,Investment,Market,Ownership,Stock Holding,Tile Placement",-0.10013658355123226,-0.6669880137278118,1.0335934257468353,-0.2751885950259927,-0.9908888250687015
10,Elfenland,7517,https://cf.geekdo-images.com/micro/img/BQiVfOs6UwBDBj117kWCQDZyGbE=/fit-in/64x64/pic1798136.jpg,75,2,6,10,6.7274199999999995,2.1622,"Fantasy,Travel","Card Drafting,Hand Management,Network and Route Building,Point to Point Movement",0.7376665459229759,-0.755476297145457,-0.6094992671591201,1.271955522818455,-0.3533293784354946
11,Bohnanza,34585,https://cf.geekdo-images.com/micro/img/dp2WPKMWrHEtNAcCG9D77Phmr6I=/fit-in/64x64/pic69366.jpg,345,2,7,13,7.04109,1.6737,"Card Game,Farming,Negotiation","Hand Management,Set Collection,Trading",0.28580911550836163,-1.1188816223071134,-0.5482452639988734,-0.008782897984665469,-0.042523919291323084
12,Ra,17803,https://cf.geekdo-images.com/micro/img/dLCB1zVufOOwUH41u39hwZSunmE=/fit-in/64x64/pic3013552.jpg,178,2,5,12,7.46915,2.351,"Ancient,Mythology","Auction/Bidding,Auction: Once Around,Constrained Bidding,Push Your Luck,Set Collection",-0.43092174813743694,-1.0916360301562225,-0.6468630078263325,-0.13127499100802442,-0.1450536414738632
13,Catan,87850,https://cf.geekdo-images.com/micro/img/e0y6BognJpgqdsgn2mXP5AARp98=/fit-in/64x64/pic2419375.jpg,878,3,4,10,7.180610000000001,2.3357,Negotiation,"Dice Rolling,Hexagon Grid,Income,Modular Board,Network and Route Building,Race,Random Production,Trading,Variable Setup",0.05240344559321722,-0.09248525748773673,0.2611076230305833,-0.589090380773236,0.21259430925877038
18,RoboRally,21464,https://cf.geekdo-images.com/micro/img/td1FQrF52K5lCT7M9BGa_Rvi8TU=/fit-in/64x64/pic1000553.jpg,214,2,8,12,7.09772,2.4311,"Maze,Miniatures,Racing,Science Fiction","Action Queue,Grid Movement,Modular Board,Race,Simultaneous Action Selection",0.10244958913446925,0.819632531534755,-0.012402127106140763,0.4654001487788556,-0.5476966217562595
41,Can't Stop,11073,https://cf.geekdo-images.com/micro/img/-hYJjN6Mfbqt68ZB3RtcVRWjMfk=/fit-in/64x64/pic1046518.jpg,110,2,4,9,6.84974,1.1591,Dice,"Dice Rolling,Push Your Luck",0.5592554206788156,-0.7061619939552355,-1.309577426138946,1.0901643965547485,-0.7155826545798417
42,Tigris & Euphrates,23547,https://cf.geekdo-images.com/micro/img/9GVLbt1FRLx2Q_ak3Qv5WhNTVuc=/fit-in/64x64/pic2338267.jpg,235,2,4,12,7.70366,3.5255,"Ancient,Civilization,Territory Building","Area Majority / Influence,Hand Management,Highest-Lowest Scoring,Set Collection,Tile Placement",-0.6817571876816335,-1.605193762913793,1.0037819827642358,0.7152195146903528,-0.43095833147913276
45,Perudo,11401,https://cf.geekdo-images.com/micro/img/hv_ssg41mydmlYr5g7yH67ynFsA=/fit-in/64x64/pic3949242.png,114,2,6,8,6.91777,1.2613,"Bluffing,Dice,Movies / TV / Radio theme,Party Game","Betting and Bluffing,Dice Rolling,Player Elimination",0.5531456544108373,-0.8428626536086361,-0.8805080730159258,0.7145236753058387,-0.7033242290158643
46,Medici,6710,https://cf.geekdo-images.com/micro/img/0evAaW3g6t49TWCNZtYlJnR6fNw=/fit-in/64x64/pic2672797.jpg,67,2,6,10,7.14213,2.2649,Renaissance,"Auction/Bidding,Push Your Luck,Set Collection",0.29337058919433284,-1.58326634971896,0.4557350995830495,-0.6108258588999564,-0.6976748420390789
47,Chinatown,7300,https://cf.geekdo-images.com/micro/img/EX68pHpexWZUrD6R4Nht3dy2ziU=/fit-in/64x64/pic2037509.png,73,3,5,12,7.282719999999999,2.2897,"City Building,Economic,Negotiation","Set Collection,Tile Placement,Trading",-0.06854032415856891,-1.0779466210273687,1.0758793552081887,-0.3748839022490976,0.14290055790255388
50,Lost Cities,32807,https://cf.geekdo-images.com/micro/img/KRmtndmoCA0dDh0N5Gmy5rpgPiE=/fit-in/64x64/pic4597095.jpg,328,2,2,10,7.16,1.5068,"Card Game,Exploration","Hand Management,Set Collection",0.1916252313430847,-0.9217826530480687,-0.7679463515886893,-0.08984686702734093,0.04432111067194017
51,Ricochet Robots,7383,https://cf.geekdo-images.com/micro/img/M4opZivJ-O2CqOAsGBeqPhjF0qg=/fit-in/64x64/pic1766273.jpg,73,1,99,10,7.000360000000001,2.4316,"Abstract Strategy,Maze,Puzzle,Real-time","Grid Movement,Modular Board",0.41759472649497137,-1.3991957276852194,0.056932342273612324,0.6047985137057124,-1.5424311621553737
54,Tikal,16513,https://cf.geekdo-images.com/micro/img/R4FatieDKhfH-2QfaiklhWW1zBY=/fit-in/64x64/pic3328391.jpg,165,2,4,10,7.341660000000001,2.8251,"Exploration,Territory Building","Action Points,Area Majority / Influence,Auction/Bidding,Grid Movement,Hexagon Grid,Map Addition,Modular Board,Set Collection,Tile Placement",-0.2075543372175181,-1.543502722242153,1.1627133641067349,0.11747465893041775,-1.1490170566776754
71,Civilization,6793,https://cf.geekdo-images.com/micro/img/hw9WFBpQF2MaaWK2v6iDjQPghBA=/fit-in/64x64/pic374847.jpg,67,2,7,12,7.5105699999999995,3.6562,"Ancient,Civilization,Economic,Negotiation","Area Majority / Influence,Area Movement,Hand Management,Set Collection,Tech Trees / Tech Tracks,Trading,Turn Order: Stat-Based",-0.5618520934010247,-0.37957482336018245,1.8184091839081242,2.8239374634639276,1.4390966724301624
